audioUri,gpc,imageUri,learningOrder,word
https://bitesize.files.bbci.co.uk/practice/words/sounds/foil.mp3,oi,,22,foil
https://bitesize.files.bbci.co.uk/practice/words/sounds/poison.mp3,oi,https://bitesize.files.bbci.co.uk/practice/words/images/poison.svg,22,poison
https://bitesize.files.bbci.co.uk/practice/words/sounds/toil.mp3,oi,,22,toil
https://bitesize.files.bbci.co.uk/practice/words/sounds/oil.mp3,oi,https://bitesize.files.bbci.co.uk/practice/words/images/oil.svg,22,oil
https://bitesize.files.bbci.co.uk/practice/words/sounds/coil.mp3,oi,,22,coil
https://bitesize.files.bbci.co.uk/practice/words/sounds/soil.mp3,oi,https://bitesize.files.bbci.co.uk/practice/words/images/soil.svg,22,soil
https://bitesize.files.bbci.co.uk/practice/words/sounds/boil.mp3,oi,,22,boil
https://bitesize.files.bbci.co.uk/practice/words/sounds/hear.mp3,ear,,23,hear
https://bitesize.files.bbci.co.uk/practice/words/sounds/fear.mp3,ear,,23,fear
https://bitesize.files.bbci.co.uk/practice/words/sounds/tear.mp3,ear,https://bitesize.files.bbci.co.uk/practice/words/images/tear.svg,23,tear
https://bitesize.files.bbci.co.uk/practice/words/sounds/shear.mp3,ear,,23,shear
https://bitesize.files.bbci.co.uk/practice/words/sounds/rear.mp3,ear,,23,rear
https://bitesize.files.bbci.co.uk/practice/words/sounds/year.mp3,ear,,23,year
https://bitesize.files.bbci.co.uk/practice/words/sounds/gear.mp3,ear,https://bitesize.files.bbci.co.uk/practice/words/images/gear.svg,23,gear
https://bitesize.files.bbci.co.uk/practice/words/sounds/near.mp3,ear,,23,near
https://bitesize.files.bbci.co.uk/practice/words/sounds/beard.mp3,ear,https://bitesize.files.bbci.co.uk/practice/words/images/beard.svg,23,beard
https://bitesize.files.bbci.co.uk/practice/words/sounds/dear.mp3,ear,,23,dear
https://bitesize.files.bbci.co.uk/practice/words/sounds/ear.mp3,ear,https://bitesize.files.bbci.co.uk/practice/words/images/ear.svg,23,ear
https://bitesize.files.bbci.co.uk/practice/words/sounds/air.mp3,air,,24,air
https://bitesize.files.bbci.co.uk/practice/words/sounds/hair.mp3,air,https://bitesize.files.bbci.co.uk/practice/words/images/hair.svg,24,hair
https://bitesize.files.bbci.co.uk/practice/words/sounds/fair.mp3,air,,24,fair
https://bitesize.files.bbci.co.uk/practice/words/sounds/pair.mp3,air,,24,pair
https://bitesize.files.bbci.co.uk/practice/words/sounds/chair.mp3,air,https://bitesize.files.bbci.co.uk/practice/words/images/chair.svg,24,chair
https://bitesize.files.bbci.co.uk/practice/words/sounds/lair.mp3,air,,24,lair
https://bitesize.files.bbci.co.uk/practice/words/sounds/stair.mp3,air,https://bitesize.files.bbci.co.uk/practice/words/images/stair.svg,24,stair
https://bitesize.files.bbci.co.uk/practice/words/sounds/pure.mp3,ure,,25,pure
https://bitesize.files.bbci.co.uk/practice/words/sounds/lure.mp3,ure,,25,lure
https://bitesize.files.bbci.co.uk/practice/words/sounds/sure.mp3,ure,,25,sure
https://bitesize.files.bbci.co.uk/practice/words/sounds/cure.mp3,ure,,25,cure
https://bitesize.files.bbci.co.uk/practice/words/sounds/secure.mp3,ure,,25,secure
https://bitesize.files.bbci.co.uk/practice/words/sounds/insure.mp3,ure,,25,insure
https://bitesize.files.bbci.co.uk/practice/words/sounds/manure.mp3,ure,,25,manure
https://bitesize.files.bbci.co.uk/practice/words/sounds/assure.mp3,ure,,25,assure
https://bitesize.files.bbci.co.uk/practice/words/sounds/rocker.mp3,er,,26,rocker
https://bitesize.files.bbci.co.uk/practice/words/sounds/letter.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/letter.svg,26,letter
https://bitesize.files.bbci.co.uk/practice/words/sounds/thicker.mp3,er,,26,thicker
https://bitesize.files.bbci.co.uk/practice/words/sounds/shorter.mp3,er,,26,shorter
https://bitesize.files.bbci.co.uk/practice/words/sounds/dinner.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/dinner.svg,26,dinner
https://bitesize.files.bbci.co.uk/practice/words/sounds/farmer.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/farmer.svg,26,farmer
https://bitesize.files.bbci.co.uk/practice/words/sounds/boxer.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/boxer.svg,26,boxer
https://bitesize.files.bbci.co.uk/practice/words/sounds/corner.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/corner.svg,26,corner
https://bitesize.files.bbci.co.uk/practice/words/sounds/banner.mp3,er,,26,banner
https://bitesize.files.bbci.co.uk/practice/words/sounds/hammer.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/hammer.svg,26,hammer
https://bitesize.files.bbci.co.uk/practice/words/sounds/waiter.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/waiter.svg,26,waiter
https://bitesize.files.bbci.co.uk/practice/words/sounds/supper.mp3,er,,26,supper
https://bitesize.files.bbci.co.uk/practice/words/sounds/better.mp3,er,,26,better
https://bitesize.files.bbci.co.uk/practice/words/sounds/longer.mp3,er,,26,longer
https://bitesize.files.bbci.co.uk/practice/words/sounds/butter.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/butter.svg,26,butter
https://bitesize.files.bbci.co.uk/practice/words/sounds/summer.mp3,er,,26,summer
https://bitesize.files.bbci.co.uk/practice/words/sounds/singer.mp3,er,https://bitesize.files.bbci.co.uk/practice/words/images/singer.svg,26,singer
